# Observed data-set 0:
0.847347	13.939776
0.848348	13.890110
0.849349	13.936246
0.850350	13.892618
0.851351	13.919065
0.852352	13.925966
0.853353	13.924020
0.854354	13.888227
0.855355	13.910951
0.856356	13.909431
0.857357	13.967174
0.858358	13.926986
0.859359	13.905574
0.860360	13.936850
0.861361	13.928154
0.862362	13.934070
0.863363	13.925519
0.864364	13.943275
0.865365	13.922255
0.866366	13.961764
0.867367	13.921694
0.868368	13.941699
0.869369	13.959974
0.870370	13.957748
0.871371	13.941253
0.872372	13.939848
0.873373	13.951405
0.874374	13.961040
0.875375	13.948891
0.876376	13.948571
0.877377	13.953165
0.878378	14.015462
0.879379	13.959948
0.880380	13.947100
0.881381	13.943315
0.882382	13.953306
0.883383	13.960413
0.884384	13.968064
0.885385	13.952781
0.886386	13.992146
0.887387	13.959161
0.888388	13.966753
0.889389	13.952141
0.890390	13.957015
0.891391	13.974991
0.892392	13.999810
0.893393	13.992313
0.894394	13.991303
0.895395	14.005239
0.896396	14.003632
0.897397	13.980479
0.898398	13.997783
0.899399	14.002444
0.900400	13.998973
0.901401	14.015407
0.902402	14.000831
0.903403	14.031532
0.904404	13.996343
0.905405	14.019186
0.906406	14.032533
0.907407	14.041178
0.908408	14.078979
0.909409	14.017214
0.910410	14.024130
0.911411	14.046328
0.912412	14.025820
0.913413	14.056032
0.914414	14.062134
0.915415	14.058068
0.916416	14.107612
0.917417	14.077800
0.918418	14.086610
0.919419	14.050369
0.920420	14.027232
0.921421	14.088579
0.922422	14.075223
0.923423	14.064309
0.924424	14.080653
0.925425	14.074218
0.926426	14.084779
0.927427	14.067062
0.928428	14.093674
0.929429	14.111816
0.930430	14.097529
0.931431	14.106492
0.932432	14.088280
0.933433	14.083032
0.934434	14.201174
0.935435	14.117230
0.936436	14.116905
0.937437	14.112604
0.938438	14.094552
0.939439	14.090894
0.940440	14.123573
0.941441	14.134287
0.942442	14.168718
0.943443	14.169634
0.944444	14.149495
0.945445	14.176248
0.946446	14.135804
0.947447	14.142299
0.948448	14.179202
0.949449	14.149138
0.950450	14.214576
0.951451	14.167115
0.952452	14.191837
0.953453	14.187135
0.954454	14.155201
0.955455	14.186402
0.956456	14.186894
0.957457	14.220451
0.958458	14.182091
0.959459	14.157907
0.960460	14.169162
0.961461	14.186777
0.962462	14.249412
0.963463	14.222315
0.964464	14.210269
0.965465	14.179320
0.966466	14.233902
0.967467	14.243717
0.968468	14.211869
0.969469	14.240494
0.970470	14.233547
0.971471	14.220490
0.972472	14.212772
0.973473	14.265309
0.974474	14.255359
0.975475	14.260633
0.976476	14.233260
0.977477	14.270405
0.978478	14.250230
0.979479	14.276460
0.980480	14.239759
0.981481	14.272459
0.982482	14.254505
0.983483	14.266361
0.984484	14.262215
0.985485	14.308668
0.986486	14.252748
0.987487	14.234442
0.988488	14.298670
0.989489	14.260952
0.990490	14.244848
0.991491	14.260275
0.992492	14.233173
0.993493	14.304565
0.994494	14.294311
0.995495	14.305061
0.996496	14.309968
0.997497	14.299149
0.998498	14.263175
0.999499	14.279772
-0.999499	14.281332
-0.998498	14.285555
-0.997497	14.277793
-0.996496	14.245716
-0.995495	14.283751
-0.994494	14.302508
-0.993493	14.275816
-0.992492	14.262318
-0.991491	14.269313
-0.990490	14.267838
-0.989489	14.253619
-0.988488	14.282619
-0.987487	14.272407
-0.986486	14.260954
-0.985485	14.289190
-0.984484	14.319571
-0.983483	14.266431
-0.982482	14.250105
-0.981481	14.294491
-0.980480	14.262971
-0.979479	14.233309
-0.978478	14.228999
-0.977477	14.258061
-0.976476	14.261352
-0.975475	14.284355
-0.974474	14.226720
-0.973473	14.222440
-0.972472	14.241261
-0.971471	14.432663
-0.970470	14.245892
-0.969469	14.196170
-0.968468	14.235045
-0.967467	14.236032
-0.966466	14.247109
-0.965465	14.204553
-0.964464	14.188820
-0.963463	14.210551
-0.962462	14.210020
-0.961461	14.214611
-0.960460	14.185874
-0.959459	14.207360
-0.958458	14.179444
-0.957457	14.168944
-0.956456	14.204033
-0.955455	14.169785
-0.954454	14.156110
-0.953453	14.180246
-0.952452	14.176839
-0.951451	14.142986
-0.950450	14.176283
-0.949449	14.167262
-0.948448	14.139658
-0.947447	14.157137
-0.946446	14.183789
-0.945445	14.113884
-0.944444	14.149758
-0.943443	14.163256
-0.942442	14.162284
-0.941441	14.102795
-0.940440	14.149759
-0.939439	14.111243
-0.938438	14.111400
-0.937437	14.079737
-0.936436	14.097879
-0.935435	14.127222
-0.934434	14.093960
-0.933433	14.086108
-0.932432	14.075450
-0.931431	14.114795
-0.930430	14.079807
-0.929429	14.097309
-0.928428	14.090176
-0.927427	14.074898
-0.926426	14.098487
-0.925425	14.079422
-0.924424	14.061331
-0.923423	14.024804
-0.922422	14.064746
-0.921421	14.111405
-0.920420	14.059759
-0.919419	14.057211
-0.918418	14.042629
-0.917417	14.070153
-0.916416	14.052692
-0.915415	14.027991
-0.914414	14.025153
-0.913413	13.993351
-0.912412	14.066757
-0.911411	14.042077
-0.910410	14.073832
-0.909409	14.038015
-0.908408	14.013570
-0.907407	14.041356
-0.906406	14.002136
-0.905405	14.021265
-0.904404	14.009171
-0.903403	14.016747
-0.902402	14.031492
-0.901401	14.001750
-0.900400	14.018121
-0.899399	14.018834
-0.898398	14.006123
-0.897397	13.997277
-0.896396	13.989025
-0.895395	13.966945
-0.894394	13.988858
-0.893393	13.985815
-0.892392	14.003100
-0.891391	13.991673
-0.890390	13.989729
-0.889389	13.978894
-0.888388	13.961092
-0.887387	14.008612
-0.886386	14.001493
-0.885385	13.999039
-0.884384	13.960217
-0.883383	13.977021
-0.882382	13.972432
-0.881381	13.963219
-0.880380	13.995295
-0.879379	13.965308
-0.878378	13.966495
-0.877377	13.921980
-0.876376	13.984638
-0.875375	13.934606
-0.874374	13.930647
-0.873373	13.948086
-0.872372	13.959697
-0.871371	13.933096
-0.870370	13.946656
-0.869369	13.950798
-0.868368	13.948077
-0.867367	13.941104
-0.866366	13.942149
-0.865365	13.964270
-0.864364	14.050910
-0.863363	13.922337
-0.862362	13.905626
-0.861361	13.923379
-0.860360	13.909314
-0.859359	13.964765
-0.858358	13.937159
-0.857357	13.938358
-0.856356	13.895893
-0.855355	13.957305
-0.854354	13.915489
-0.853353	13.916373
-0.852352	13.896533
-0.851351	13.906886
-0.850350	13.890408
-0.849349	13.922396
-0.848348	13.893903
-0.847347	13.910119
-0.846346	13.922594
-0.845345	13.908173
-0.844344	13.922828
-0.843343	13.850488
-0.842342	13.876415
-0.841341	13.884996
-0.840340	13.876273
-0.839339	13.892305
-0.838338	13.891258
-0.837337	13.906378
-0.836336	13.889056
-0.835335	13.879580
-0.834334	13.884587
-0.833333	13.919446
-0.832332	13.902202
-0.831331	13.882500
-0.830330	13.866943
-0.829329	13.888517
-0.828328	13.869530
-0.827327	13.850485
-0.826326	13.868023
-0.825325	13.861130
-0.824324	13.874981
-0.823323	13.843980
-0.822322	13.876317
-0.821321	13.871821
-0.820320	13.867708
-0.819319	13.851609
-0.818318	13.845123
-0.817317	13.861200
-0.816316	13.880365
-0.815315	13.850037
-0.814314	13.829791
-0.813313	13.845828
-0.812312	13.829080
-0.811311	13.921752
-0.810310	13.910068
-0.809309	13.836764
-0.808308	13.838169
-0.807307	13.855931
-0.806306	13.841700
-0.805305	13.843160
-0.804304	13.838702
-0.803303	13.815195
-0.802302	13.829080
-0.801301	13.840857
-0.800300	13.829480
-0.799299	13.833264
-0.798298	13.841890
-0.797297	13.830364
-0.796296	13.833655
-0.795295	13.813096
-0.794294	13.889599
-0.793293	13.835005
-0.792292	13.805172
-0.791291	13.823840
-0.790290	13.806906
-0.789289	13.823732
-0.788288	13.845145
-0.787287	13.837388
-0.786286	13.825613
-0.785285	13.923792
-0.784284	13.862417
-0.783283	13.786276
-0.782282	13.809910
-0.781281	13.813389
-0.780280	13.842682
-0.779279	13.842033
-0.778278	13.824016
-0.777277	13.811411
-0.776276	13.801229
-0.775275	13.821465
-0.774274	13.827224
-0.773273	13.843783
-0.772272	13.806209
-0.771271	13.803024
-0.770270	13.812836
-0.769269	13.823654
-0.768268	13.806793
-0.767267	13.850449
-0.766266	13.825113
-0.765265	13.837476
-0.764264	13.842934
-0.763263	13.804590
-0.762262	13.801801
-0.761261	13.806708
-0.760260	13.811064
-0.759259	13.830188
-0.758258	13.792888
-0.757257	13.826666
-0.756256	13.795306
-0.755255	13.818926
-0.754254	13.807339
-0.753253	13.821650
-0.752252	13.772982
-0.751251	13.786114
-0.750250	13.808803
-0.749249	13.780999
-0.748248	13.793721
-0.747247	13.816276
-0.746246	13.870743
-0.745245	13.783399
-0.744244	13.786467
-0.743243	13.822820
-0.742242	13.789758
-0.741241	13.797398
-0.740240	13.794183
-0.739239	13.831629
-0.738238	13.791776
-0.737237	13.817442
-0.736236	13.810901
-0.735235	13.805344
-0.734234	13.820498
-0.733233	13.824452
-0.732232	13.796271
-0.731231	13.792659
-0.730230	13.797887
-0.729229	13.806954
-0.728228	13.803990
-0.727227	13.768475
-0.726226	13.805436
-0.725225	13.816283
-0.724224	13.805636
-0.723223	13.819130
-0.722222	13.820670
-0.721221	13.798412
-0.720220	13.810337
-0.719219	13.817056
-0.718218	13.799021
-0.717217	13.784646
-0.716216	13.818437
-0.715215	13.799484
-0.714214	13.775325
-0.713213	13.812889
-0.712212	13.829271
-0.711211	13.790493
-0.710210	13.828826
-0.709209	13.818436
-0.708208	13.782096
-0.707207	13.808379
-0.706206	13.795342
-0.705205	13.803913
-0.704204	13.810950
-0.703203	13.818227
-0.702202	13.858582
-0.701201	13.817534
-0.700200	13.791824
-0.699199	13.828659
-0.698198	13.807472
-0.697197	13.814105
-0.696196	13.806581
-0.695195	13.920144
-0.694194	13.820644
-0.693193	13.781486
-0.692192	13.825831
-0.691191	13.815447
-0.690190	13.805296
-0.689189	13.799760
-0.688188	13.806716
-0.687187	13.816470
-0.686186	13.814403
-0.685185	13.820207
-0.684184	13.823869
-0.683183	13.810504
-0.682182	13.846946
-0.681181	13.845100
-0.680180	13.796282
-0.679179	13.800348
-0.678178	13.833973
-0.677177	13.813840
-0.676176	13.821507
-0.675175	13.824618
-0.674174	13.824810
-0.673173	13.825242
-0.672172	13.827631
-0.671171	13.813868
-0.670170	13.819847
-0.669169	13.816808
-0.668168	13.811534
-0.667167	13.807896
-0.666166	13.826144
-0.665165	13.825312
-0.664164	13.809641
-0.663163	13.792117
-0.662162	13.805389
-0.661161	13.831640
-0.660160	13.819615
-0.659159	13.854033
-0.658158	13.942387
-0.657157	13.796924
-0.656156	13.834477
-0.655155	13.838614
-0.654154	13.837277
-0.653153	13.835593
-0.652152	13.829698
-0.651151	13.835459
-0.650150	13.826741
-0.649149	13.832123
-0.648148	13.802922
-0.647147	13.847742
-0.646146	13.847136
-0.645145	13.830976
-0.644144	13.850018
-0.643143	13.864489
-0.642142	13.851516
-0.641141	13.836874
-0.640140	13.829192
-0.639139	13.820486
-0.638138	13.809617
-0.637137	13.864604
-0.636136	13.831992
-0.635135	13.855659
-0.634134	13.851615
-0.633133	13.837808
-0.632132	13.859118
-0.631131	13.881101
-0.630130	13.825802
-0.629129	13.866735
-0.628128	13.851238
-0.627127	13.845770
-0.626126	13.828513
-0.625125	13.840261
-0.624124	13.850324
-0.623123	13.860142
-0.622122	13.890898
-0.621121	13.867219
-0.620120	13.864645
-0.619119	13.852748
-0.618118	13.880903
-0.617117	13.840902
-0.616116	13.868818
-0.615115	13.877247
-0.614114	13.894984
-0.613113	13.867198
-0.612112	13.820949
-0.611111	13.833681
-0.610110	13.866564
-0.609109	13.874324
-0.608108	13.856086
-0.607107	13.904665
-0.606106	13.866054
-0.605105	13.880037
-0.604104	13.885354
-0.603103	13.870529
-0.602102	13.895783
-0.601101	13.869977
-0.600100	13.911218
-0.599099	13.906453
-0.598098	13.863449
-0.597097	13.895024
-0.596096	13.969300
-0.595095	13.835131
-0.594094	13.889141
-0.593093	13.914741
-0.592092	13.901661
-0.591091	13.901053
-0.590090	13.917012
-0.589089	13.902116
-0.588088	13.922546
-0.587087	13.909206
-0.586086	13.928188
-0.585085	13.927384
-0.584084	13.930280
-0.583083	13.887476
-0.582082	13.912633
-0.581081	13.887057
-0.580080	13.922938
-0.579079	13.930677
-0.578078	13.940733
-0.577077	13.917134
-0.576076	13.953767
-0.575075	13.954615
-0.574074	13.948242
-0.573073	13.929371
-0.572072	13.954565
-0.571071	13.931291
-0.570070	13.947260
-0.569069	13.955218
-0.568068	13.965419
-0.567067	13.949376
-0.566066	13.949756
-0.565065	13.961597
-0.564064	13.958109
-0.563063	13.921346
-0.562062	13.942413
-0.561061	13.956279
-0.560060	13.972903
-0.559059	13.973271
-0.558058	13.975922
-0.557057	13.965529
-0.556056	13.954865
-0.555055	13.958328
-0.554054	14.009933
-0.553053	13.975025
-0.552052	13.947064
-0.551051	13.942802
-0.550050	13.955138
-0.549049	13.988102
-0.548048	13.993073
-0.547047	13.959364
-0.546046	14.029525
-0.545045	13.998735
-0.544044	13.985439
-0.543043	13.999809
-0.542042	14.029549
-0.541041	13.997694
-0.540040	13.991597
-0.539039	13.989436
-0.538038	13.959040
-0.537037	13.967192
-0.536036	14.027050
-0.535035	13.971029
-0.534034	14.019419
-0.533033	13.976218
-0.532032	13.981671
-0.531031	13.982573
-0.530030	14.040973
-0.529029	13.996801
-0.528028	14.006021
-0.527027	14.001044
-0.526026	13.986170
-0.525025	14.004227
-0.524024	14.014821
-0.523023	14.082593
-0.522022	14.041191
-0.521021	14.047968
-0.520020	13.989643
-0.519019	14.014663
-0.518018	14.009254
-0.517017	13.988062
-0.516016	13.990718
-0.515015	14.001482
-0.514014	14.003159
-0.513013	14.001055
-0.512012	14.014687
-0.511011	14.019583
-0.510010	13.997810
-0.509009	13.975607
-0.508008	13.999138
-0.507007	14.034673
-0.506006	14.034557
-0.505005	14.010055
-0.504004	13.999762
-0.503003	13.965963
-0.502002	13.993537
-0.501001	14.010157
-0.500000	14.029577
# Synthetic data set 0:
-1.000000	14.316639
-0.979798	14.285390
-0.959596	14.211943
-0.939394	14.128188
-0.919192	14.047596
-0.898990	13.985740
-0.878788	13.937273
-0.858586	13.903552
-0.838384	13.876254
-0.818182	13.851478
-0.797980	13.830994
-0.777778	13.816370
-0.757576	13.807925
-0.737374	13.805756
-0.717172	13.809659
-0.696970	13.819293
-0.676768	13.833302
-0.656566	13.850237
-0.636364	13.868007
-0.616162	13.889510
-0.595960	13.914485
-0.575758	13.942780
-0.555556	13.970097
-0.535354	13.993788
-0.515152	14.010324
-0.494949	14.015525
-0.474747	14.007327
-0.454545	13.990006
-0.434343	13.965862
-0.414141	13.940153
-0.393939	13.915520
-0.373737	13.893359
-0.353535	13.876132
-0.333333	13.860242
-0.313131	13.845650
-0.292929	13.834113
-0.272727	13.827714
-0.252525	13.826936
-0.232323	13.832146
-0.212121	13.843301
-0.191919	13.860485
-0.171717	13.882164
-0.151515	13.907217
-0.131313	13.935788
-0.111111	13.970253
-0.090909	14.025116
-0.070707	14.098370
-0.050505	14.176418
-0.030303	14.254825
-0.010101	14.308310
0.010101	14.306530
0.030303	14.249993
0.050505	14.168818
0.070707	14.087899
0.090909	14.013039
0.111111	13.956526
0.131313	13.919449
0.151515	13.889603
0.171717	13.863290
0.191919	13.840691
0.212121	13.822891
0.232323	13.811379
0.252525	13.806062
0.272727	13.806974
0.292929	13.813759
0.313131	13.825949
0.333333	13.841509
0.353535	13.858719
0.373737	13.877590
0.393939	13.901701
0.414141	13.928568
0.434343	13.956653
0.454545	13.983158
0.474747	14.002915
0.494949	14.014514
0.515152	14.012991
0.535354	13.999407
0.555556	13.978150
0.575758	13.953172
0.595960	13.927321
0.616162	13.904322
0.636364	13.884632
0.656566	13.868359
0.676768	13.852559
0.696970	13.839358
0.717172	13.830239
0.737374	13.826594
0.757576	13.828776
0.777778	13.836991
0.797980	13.851129
0.818182	13.870853
0.838384	13.894545
0.858586	13.920391
0.878788	13.952391
0.898990	13.998872
0.919192	14.058598
0.939394	14.136887
0.959596	14.218103
0.979798	14.288425
1.000000	14.316639
