# Observed data-set 0:
0.847347	13.681610
0.848348	13.679711
0.849349	13.676954
0.850350	13.649082
0.851351	13.652670
0.852352	13.699280
0.853353	13.678962
0.854354	13.675155
0.855355	13.688528
0.856356	13.702794
0.857357	13.640767
0.858358	13.677850
0.859359	13.713650
0.860360	13.673176
0.861361	13.707449
0.862362	13.702544
0.863363	13.692605
0.864364	13.697067
0.865365	13.700722
0.866366	13.743093
0.867367	13.679835
0.868368	13.738940
0.869369	13.725921
0.870370	13.710777
0.871371	13.710544
0.872372	13.735743
0.873373	13.723636
0.874374	13.733108
0.875375	13.738373
0.876376	13.726866
0.877377	13.736929
0.878378	13.759572
0.879379	13.750326
0.880380	13.698470
0.881381	13.684861
0.882382	13.742766
0.883383	13.744107
0.884384	13.767937
0.885385	13.748179
0.886386	13.779978
0.887387	13.747855
0.888388	13.753636
0.889389	13.788760
0.890390	13.797654
0.891391	13.768229
0.892392	13.752973
0.893393	13.787300
0.894394	13.779511
0.895395	13.836322
0.896396	13.823826
0.897397	13.816761
0.898398	13.824552
0.899399	13.801969
0.900400	13.834416
0.901401	13.808681
0.902402	13.785278
0.903403	13.791960
0.904404	13.816113
0.905405	13.793414
0.906406	13.826345
0.907407	13.802185
0.908408	13.821280
0.909409	13.853927
0.910410	13.853856
0.911411	13.832969
0.912412	13.877848
0.913413	13.860604
0.914414	13.833899
0.915415	13.854897
0.916416	13.854932
0.917417	13.873568
0.918418	13.854530
0.919419	13.839811
0.920420	13.877450
0.921421	13.906194
0.922422	13.865782
0.923423	13.875847
0.924424	13.886925
0.925425	13.869934
0.926426	13.874182
0.927427	13.905016
0.928428	13.909793
0.929429	13.939698
0.930430	13.913006
0.931431	13.908618
0.932432	13.956715
0.933433	13.924738
0.934434	13.896011
0.935435	13.880271
0.936436	13.921994
0.937437	13.942675
0.938438	13.955103
0.939439	13.951149
0.940440	13.983298
0.941441	13.942694
0.942442	13.961350
0.943443	13.914721
0.944444	14.036463
0.945445	13.927219
0.946446	13.998873
0.947447	14.006907
0.948448	14.010977
0.949449	13.973821
0.950450	13.980186
0.951451	13.991562
0.952452	13.963415
0.953453	13.943412
0.954454	13.964659
0.955455	13.972833
0.956456	13.990856
0.957457	13.984040
0.958458	13.998143
0.959459	14.006172
0.960460	14.028058
0.961461	14.005366
0.962462	13.968451
0.963463	14.014818
0.964464	13.946041
0.965465	14.006521
0.966466	13.993634
0.967467	13.985430
0.968468	13.984859
0.969469	14.000967
0.970470	14.003000
0.971471	13.948613
0.972472	14.009322
0.973473	13.990176
0.974474	14.044487
0.975475	14.008307
0.976476	13.992625
0.977477	13.989293
0.978478	13.980137
0.979479	13.999337
0.980480	14.039523
0.981481	13.945003
0.982482	14.049510
0.983483	14.021082
0.984484	14.013715
0.985485	13.998841
0.986486	14.046361
0.987487	14.017806
0.988488	14.001491
0.989489	13.983276
0.990490	13.976896
0.991491	14.010309
0.992492	14.009277
0.993493	14.019035
0.994494	13.982958
0.995495	13.986566
0.996496	13.998837
0.997497	14.024907
0.998498	13.904419
0.999499	13.984801
-0.999499	13.947627
-0.998498	13.992097
-0.997497	14.060431
-0.996496	13.983780
-0.995495	13.988114
-0.994494	14.008200
-0.993493	13.941003
-0.992492	14.019105
-0.991491	13.962094
-0.990490	13.956077
-0.989489	14.000654
-0.988488	13.971453
-0.987487	13.998659
-0.986486	13.988899
-0.985485	13.996681
-0.984484	13.973369
-0.983483	13.977353
-0.982482	14.006116
-0.981481	13.971230
-0.980480	13.985420
-0.979479	13.983859
-0.978478	13.970690
-0.977477	14.028219
-0.976476	13.998594
-0.975475	14.005105
-0.974474	14.003881
-0.973473	13.994314
-0.972472	13.983255
-0.971471	14.014198
-0.970470	13.996995
-0.969469	13.969670
-0.968468	13.970403
-0.967467	13.982040
-0.966466	13.985963
-0.965465	13.956409
-0.964464	13.980931
-0.963463	14.033934
-0.962462	13.962106
-0.961461	13.993218
-0.960460	13.960788
-0.959459	13.960779
-0.958458	13.986743
-0.957457	13.939218
-0.956456	13.954983
-0.955455	13.945288
-0.954454	13.925815
-0.953453	13.994804
-0.952452	13.964790
-0.951451	13.935041
-0.950450	13.930906
-0.949449	13.926043
-0.948448	13.936818
-0.947447	13.929338
-0.946446	13.943368
-0.945445	13.905955
-0.944444	13.901720
-0.943443	13.930418
-0.942442	13.872648
-0.941441	13.910158
-0.940440	13.877365
-0.939439	13.879499
-0.938438	13.858890
-0.937437	13.836628
-0.936436	13.845782
-0.935435	13.864883
-0.934434	13.840249
-0.933433	13.860218
-0.932432	13.831899
-0.931431	13.826286
-0.930430	13.891311
-0.929429	13.853229
-0.928428	13.847592
-0.927427	13.811559
-0.926426	13.828517
-0.925425	13.852133
-0.924424	13.821729
-0.923423	13.829406
-0.922422	13.812693
-0.921421	13.825446
-0.920420	13.800064
-0.919419	13.806927
-0.918418	13.804268
-0.917417	13.803290
-0.916416	13.811460
-0.915415	13.780811
-0.914414	13.788649
-0.913413	13.797527
-0.912412	13.794906
-0.911411	13.799969
-0.910410	13.773883
-0.909409	13.746765
-0.908408	13.759096
-0.907407	13.754667
-0.906406	13.707194
-0.905405	13.747749
-0.904404	13.732452
-0.903403	13.781883
-0.902402	13.754377
-0.901401	13.777974
-0.900400	13.752331
-0.899399	13.735630
-0.898398	13.735612
-0.897397	13.739492
-0.896396	13.719730
-0.895395	13.725515
-0.894394	13.769411
-0.893393	13.711594
-0.892392	13.751413
-0.891391	13.710324
-0.890390	13.704356
-0.889389	13.692373
-0.888388	13.721983
-0.887387	13.720226
-0.886386	13.685192
-0.885385	13.707828
-0.884384	13.710120
-0.883383	13.720674
-0.882382	13.708920
-0.881381	13.715229
-0.880380	13.681575
-0.879379	13.668475
-0.878378	13.679050
-0.877377	13.664755
-0.876376	13.664474
-0.875375	13.674648
-0.874374	13.673143
-0.873373	13.669935
-0.872372	13.649027
-0.871371	13.656970
-0.870370	13.660307
-0.869369	13.646708
-0.868368	13.648242
-0.867367	13.668824
-0.866366	13.652941
-0.865365	13.684241
-0.864364	13.621900
-0.863363	13.628323
-0.862362	13.668824
-0.861361	13.697614
-0.860360	13.654304
-0.859359	13.648692
-0.858358	13.637091
-0.857357	13.636670
-0.856356	13.645235
-0.855355	13.625377
-0.854354	13.660396
-0.853353	13.641789
-0.852352	13.643864
-0.851351	13.626246
-0.850350	13.645560
-0.849349	13.648890
-0.848348	13.625706
-0.847347	13.597576
-0.846346	13.646365
-0.845345	13.647431
-0.844344	13.619143
-0.843343	13.616484
-0.842342	13.596024
-0.841341	13.619090
-0.840340	13.638403
-0.839339	13.632804
-0.838338	13.629942
-0.837337	13.608326
-0.836336	13.588372
-0.835335	13.666501
-0.834334	13.603277
-0.833333	13.630687
-0.832332	13.602394
-0.831331	13.642451
-0.830330	13.588369
-0.829329	13.641608
-0.828328	13.599321
-0.827327	13.575050
-0.826326	13.591755
-0.825325	13.600070
-0.824324	13.597040
-0.823323	13.591205
-0.822322	13.594944
-0.821321	13.597749
-0.820320	13.596179
-0.819319	13.596440
-0.818318	13.593584
-0.817317	13.608552
-0.816316	13.625840
-0.815315	13.586486
-0.814314	13.562382
-0.813313	13.577406
-0.812312	13.575252
-0.811311	13.579119
-0.810310	13.576206
-0.809309	13.585735
-0.808308	13.575233
-0.807307	13.607897
-0.806306	13.565445
-0.805305	13.576933
-0.804304	13.596790
-0.803303	13.583591
-0.802302	13.570209
-0.801301	13.582343
-0.800300	13.567062
-0.799299	13.574721
-0.798298	13.508904
-0.797297	13.560429
-0.796296	13.576281
-0.795295	13.602154
-0.794294	13.560670
-0.793293	13.579729
-0.792292	13.589052
-0.791291	13.559307
-0.790290	13.561602
-0.789289	13.539941
-0.788288	13.546185
-0.787287	13.549552
-0.786286	13.556905
-0.785285	13.550207
-0.784284	13.548694
-0.783283	13.564655
-0.782282	13.543217
-0.781281	13.569662
-0.780280	13.530931
-0.779279	13.532954
-0.778278	13.556270
-0.777277	13.540635
-0.776276	13.551711
-0.775275	13.532104
-0.774274	13.595728
-0.773273	13.563970
-0.772272	13.553718
-0.771271	13.565403
-0.770270	13.567005
-0.769269	13.552538
-0.768268	13.552382
-0.767267	13.528356
-0.766266	13.546517
-0.765265	13.556671
-0.764264	13.541320
-0.763263	13.568945
-0.762262	13.551668
-0.761261	13.538524
-0.760260	13.566363
-0.759259	13.544659
-0.758258	13.538276
-0.757257	13.560878
-0.756256	13.550748
-0.755255	13.549386
-0.754254	13.553006
-0.753253	13.540807
-0.752252	13.535164
-0.751251	13.574294
-0.750250	13.580204
-0.749249	13.549618
-0.748248	13.540040
-0.747247	13.554990
-0.746246	13.556949
-0.745245	13.549363
-0.744244	13.524301
-0.743243	13.563570
-0.742242	13.554885
-0.741241	13.539739
-0.740240	13.569293
-0.739239	13.535652
-0.738238	13.556244
-0.737237	13.544998
-0.736236	13.548588
-0.735235	13.566255
-0.734234	13.564612
-0.733233	13.563628
-0.732232	13.527256
-0.731231	13.565510
-0.730230	13.564227
-0.729229	13.558351
-0.728228	13.537683
-0.727227	13.576631
-0.726226	13.562912
-0.725225	13.579111
-0.724224	13.561177
-0.723223	13.582988
-0.722222	13.568063
-0.721221	13.544006
-0.720220	13.550865
-0.719219	13.572176
-0.718218	13.559279
-0.717217	13.559437
-0.716216	13.551064
-0.715215	13.565448
-0.714214	13.559842
-0.713213	13.549903
-0.712212	13.629066
-0.711211	13.596868
-0.710210	13.559442
-0.709209	13.580107
-0.708208	13.569940
-0.707207	13.572830
-0.706206	13.596429
-0.705205	13.559448
-0.704204	13.561589
-0.703203	13.569079
-0.702202	13.558149
-0.701201	13.573920
-0.700200	13.582120
-0.699199	13.551419
-0.698198	13.560519
-0.697197	13.560634
-0.696196	13.568239
-0.695195	13.570187
-0.694194	13.579609
-0.693193	13.555598
-0.692192	13.567507
-0.691191	13.554589
-0.690190	13.581775
-0.689189	13.627231
-0.688188	13.553710
-0.687187	13.568274
-0.686186	13.546912
-0.685185	13.560260
-0.684184	13.577004
-0.683183	13.576626
-0.682182	13.615609
-0.681181	13.559381
-0.680180	13.573954
-0.679179	13.587431
-0.678178	13.559905
-0.677177	13.555135
-0.676176	13.597205
-0.675175	13.589696
-0.674174	13.562676
-0.673173	13.561011
-0.672172	13.565997
-0.671171	13.570322
-0.670170	13.561051
-0.669169	13.565631
-0.668168	13.593832
-0.667167	13.580219
-0.666166	13.572325
-0.665165	13.606635
-0.664164	13.623958
-0.663163	13.601931
-0.662162	13.586865
-0.661161	13.592123
-0.660160	13.588336
-0.659159	13.567063
-0.658158	13.594834
-0.657157	13.648169
-0.656156	13.568542
-0.655155	13.595768
-0.654154	13.622245
-0.653153	13.584920
-0.652152	13.613485
-0.651151	13.605569
-0.650150	13.599691
-0.649149	13.608577
-0.648148	13.593323
-0.647147	13.614440
-0.646146	13.632415
-0.645145	13.595953
-0.644144	13.590028
-0.643143	13.596521
-0.642142	13.607442
-0.641141	13.604994
-0.640140	13.625683
-0.639139	13.639239
-0.638138	13.614198
-0.637137	13.655710
-0.636136	13.656973
-0.635135	13.620831
-0.634134	13.625621
-0.633133	13.619415
-0.632132	13.628994
-0.631131	13.621767
-0.630130	13.683061
-0.629129	13.671659
-0.628128	13.619000
-0.627127	13.634735
-0.626126	13.603838
-0.625125	13.643727
-0.624124	13.628307
-0.623123	13.626483
-0.622122	13.630320
-0.621121	13.645386
-0.620120	13.649426
-0.619119	13.643363
-0.618118	13.643665
-0.617117	13.680560
-0.616116	13.656632
-0.615115	13.657561
-0.614114	13.664342
-0.613113	13.638945
-0.612112	13.656999
-0.611111	13.686597
-0.610110	13.645107
-0.609109	13.666512
-0.608108	13.678542
-0.607107	13.669982
-0.606106	13.645826
-0.605105	13.684827
-0.604104	13.666129
-0.603103	13.684206
-0.602102	13.653592
-0.601101	13.653494
-0.600100	13.651109
-0.599099	13.660999
-0.598098	13.699598
-0.597097	13.725596
-0.596096	13.685497
-0.595095	13.679051
-0.594094	13.670030
-0.593093	13.690574
-0.592092	13.724135
-0.591091	13.695295
-0.590090	13.689878
-0.589089	13.681938
-0.588088	13.691329
-0.587087	13.693924
-0.586086	13.725825
-0.585085	13.752776
-0.584084	13.723257
-0.583083	13.717609
-0.582082	13.723211
-0.581081	13.700432
-0.580080	13.708496
-0.579079	13.731320
-0.578078	13.713169
-0.577077	13.775621
-0.576076	13.711906
-0.575075	13.719289
-0.574074	13.739300
-0.573073	13.765157
-0.572072	13.716960
-0.571071	13.779991
-0.570070	13.745501
-0.569069	13.770567
-0.568068	13.755300
-0.567067	13.765669
-0.566066	13.736389
-0.565065	13.736664
-0.564064	13.754352
-0.563063	13.741636
-0.562062	13.747853
-0.561061	13.751683
-0.560060	13.796931
-0.559059	13.748171
-0.558058	13.773645
-0.557057	13.769774
-0.556056	13.753780
-0.555055	13.767951
-0.554054	13.741322
-0.553053	13.804211
-0.552052	13.745676
-0.551051	13.767810
-0.550050	13.713554
-0.549049	13.796554
-0.548048	13.774426
-0.547047	13.762258
-0.546046	13.730646
-0.545045	13.740647
-0.544044	13.751756
-0.543043	13.763783
-0.542042	13.747628
-0.541041	13.745535
-0.540040	13.762985
-0.539039	13.750030
-0.538038	13.755337
-0.537037	13.768650
-0.536036	13.748626
-0.535035	13.697805
-0.534034	13.758807
-0.533033	13.745329
-0.532032	13.762377
-0.531031	13.736418
-0.530030	13.740914
-0.529029	13.749843
-0.528028	13.775428
-0.527027	13.762612
-0.526026	13.747650
-0.525025	13.733333
-0.524024	13.775905
-0.523023	13.820647
-0.522022	13.759642
-0.521021	13.757896
-0.520020	13.743723
-0.519019	13.750625
-0.518018	13.765777
-0.517017	13.764334
-0.516016	13.764258
-0.515015	13.761347
-0.514014	13.754343
-0.513013	13.787059
-0.512012	13.753369
-0.511011	13.785835
-0.510010	13.740676
-0.509009	13.761011
-0.508008	13.795772
-0.507007	13.705912
-0.506006	13.805836
-0.505005	13.743994
-0.504004	13.785133
-0.503003	13.751681
-0.502002	13.775344
-0.501001	13.781757
-0.500000	13.777812
# Synthetic data set 0:
-1.000000	13.998287
-0.979798	13.999880
-0.959596	13.935791
-0.939394	13.843419
-0.919192	13.765405
-0.898990	13.710593
-0.878788	13.680818
-0.858586	13.650657
-0.838384	13.621530
-0.818182	13.596809
-0.797980	13.578062
-0.777778	13.565896
-0.757576	13.561412
-0.737374	13.563513
-0.717172	13.572232
-0.696970	13.586523
-0.676768	13.604631
-0.656566	13.624043
-0.636364	13.642459
-0.616162	13.660376
-0.595960	13.687170
-0.575758	13.717668
-0.555556	13.744495
-0.535354	13.758780
-0.515152	13.761649
-0.494949	13.760900
-0.474747	13.756191
-0.454545	13.737589
-0.434343	13.709489
-0.414141	13.680984
-0.393939	13.658958
-0.373737	13.642213
-0.353535	13.623865
-0.333333	13.605146
-0.313131	13.588846
-0.292929	13.577205
-0.272727	13.570834
-0.252525	13.571697
-0.232323	13.579626
-0.212121	13.594114
-0.191919	13.615257
-0.171717	13.641868
-0.151515	13.671129
-0.131313	13.700109
-0.111111	13.736599
-0.090909	13.801141
-0.070707	13.884115
-0.050505	13.978426
-0.030303	14.002876
-0.010101	13.998291
0.010101	14.000435
0.030303	13.981174
0.050505	13.889146
0.070707	13.802433
0.090909	13.734840
0.111111	13.695574
0.131313	13.665845
0.151515	13.635916
0.171717	13.608524
0.191919	13.586613
0.212121	13.571415
0.232323	13.562767
0.252525	13.561456
0.272727	13.567465
0.292929	13.578878
0.313131	13.595233
0.333333	13.614379
0.353535	13.633423
0.373737	13.651153
0.393939	13.673071
0.414141	13.702524
0.434343	13.731941
0.454545	13.755029
0.474747	13.760708
0.494949	13.761738
0.515152	13.759115
0.535354	13.748851
0.555556	13.724199
0.575758	13.694596
0.595960	13.668210
0.616162	13.650772
0.636364	13.633243
0.656566	13.614408
0.676768	13.596474
0.696970	13.582122
0.717172	13.573216
0.737374	13.570563
0.757576	13.574464
0.777778	13.586014
0.797980	13.603946
0.818182	13.627888
0.838384	13.656291
0.858586	13.685769
0.878788	13.714266
0.898990	13.765904
0.919192	13.842236
0.939394	13.931619
0.959596	14.002105
0.979798	13.999549
1.000000	13.998287
